Pays,Serie,Valeurs 2017
Danemark,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",57.9
Danemark,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),61.72
Danemark,"Taux de mortalité, brut (pour 1 000 personnes)",9.2
Djibouti,Chômage (% de la population active) (estimation nationale),26.06
Djibouti,Croissance de la population (% annuel),1.599741998
Djibouti,Densité de la population (personnes par kilomètre carré de superficie des terres),40.72907679
Djibouti,"Population active, total",399070
Djibouti,"Population, total",944100
Djibouti,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.62
Djibouti,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),32.27
Djibouti,"Taux de mortalité, brut (pour 1 000 personnes)",7.293
Dominique,Chômage (% de la population active) (estimation nationale),
Dominique,Croissance de la population (% annuel),0.214335328
Dominique,Densité de la population (personnes par kilomètre carré de superficie des terres),95.28
Dominique,"Population active, total",
Dominique,"Population, total",71460
Dominique,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Dominique,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Dominique,"Taux de mortalité, brut (pour 1 000 personnes)",
"Égypte, République arabe d’",Chômage (% de la population active) (estimation nationale),11.74
"Égypte, République arabe d’",Croissance de la population (% annuel),2.090832668
"Égypte, République arabe d’",Densité de la population (personnes par kilomètre carré de superficie des terres),96.88340951
"Égypte, République arabe d’","Population active, total",29628637
"Égypte, République arabe d’","Population, total",96442590
"Égypte, République arabe d’","Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.95
"Égypte, République arabe d’",Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),45.01
"Égypte, République arabe d’","Taux de mortalité, brut (pour 1 000 personnes)",5.863
El Salvador,Chômage (% de la population active) (estimation nationale),4.39
El Salvador,Croissance de la population (% annuel),0.501983868
El Salvador,Densité de la population (personnes par kilomètre carré de superficie des terres),308.3071429
El Salvador,"Population active, total",2743376
El Salvador,"Population, total",6388124
El Salvador,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",56.6
El Salvador,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.21
El Salvador,"Taux de mortalité, brut (pour 1 000 personnes)",7.011
Émirats arabes unis,Chômage (% de la population active) (estimation nationale),2.46
Émirats arabes unis,Croissance de la population (% annuel),1.339470237
Émirats arabes unis,Densité de la population (personnes par kilomètre carré de superficie des terres),133.5849901
Émirats arabes unis,"Population active, total",6676281
Émirats arabes unis,"Population, total",9487206
Émirats arabes unis,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",80.28
Émirats arabes unis,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),80.77
Émirats arabes unis,"Taux de mortalité, brut (pour 1 000 personnes)",1.429
Équateur,Chômage (% de la population active) (estimation nationale),3.84
Équateur,Croissance de la population (% annuel),1.768502796
Équateur,Densité de la population (personnes par kilomètre carré de superficie des terres),67.58478016
Équateur,"Population active, total",8305502
Équateur,"Population, total",16785356
Équateur,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",66.42
Équateur,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),68.15
Équateur,"Taux de mortalité, brut (pour 1 000 personnes)",5.101
Érythrée,Chômage (% de la population active) (estimation nationale),
Érythrée,Croissance de la population (% annuel),
Érythrée,Densité de la population (personnes par kilomètre carré de superficie des terres),33.7910297
Érythrée,"Population active, total",1571983
Érythrée,"Population, total",
Érythrée,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",74.19
Érythrée,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Érythrée,"Taux de mortalité, brut (pour 1 000 personnes)",7.326
Espagne,Chômage (% de la population active) (estimation nationale),17.22
Espagne,Croissance de la population (% annuel),0.234587923
Espagne,Densité de la population (personnes par kilomètre carré de superficie des terres),93.27091015
Espagne,"Population active, total",23046661
Espagne,"Population, total",46593236
Espagne,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",48
Espagne,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),58.11
Espagne,"Taux de mortalité, brut (pour 1 000 personnes)",9.1
Estonie,Chômage (% de la population active) (estimation nationale),5.76
Estonie,Croissance de la population (% annuel),0.121070631
Estonie,Densité de la population (personnes par kilomètre carré de superficie des terres),30.30559006
Estonie,"Population active, total",703706
Estonie,"Population, total",1317384
Estonie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",60.09
Estonie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),63.66
Estonie,"Taux de mortalité, brut (pour 1 000 personnes)",11.8
Eswatini,Chômage (% de la population active) (estimation nationale),
Eswatini,Croissance de la population (% annuel),0.966059893
Eswatini,Densité de la population (personnes par kilomètre carré de superficie des terres),65.39581395
Eswatini,"Population active, total",360346
Eswatini,"Population, total",1124808
Eswatini,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.25
Eswatini,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Eswatini,"Taux de mortalité, brut (pour 1 000 personnes)",9.843
États-Unis,Chômage (% de la population active) (estimation nationale),4.36
États-Unis,Croissance de la population (% annuel),0.632643995
États-Unis,Densité de la population (personnes par kilomètre carré de superficie des terres),35.54249482
États-Unis,"Population active, total",164326552
États-Unis,"Population, total",325122128
États-Unis,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",59.58
États-Unis,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),62.85
États-Unis,"Taux de mortalité, brut (pour 1 000 personnes)",8.638
Éthiopie,Chômage (% de la population active) (estimation nationale),
Éthiopie,Croissance de la population (% annuel),2.663414482
Éthiopie,Densité de la population (personnes par kilomètre carré de superficie des terres),94.21926014
Éthiopie,"Population active, total",49794755
Éthiopie,"Population, total",106399926
Éthiopie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",77.97
Éthiopie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Éthiopie,"Taux de mortalité, brut (pour 1 000 personnes)",6.691
Fédération de Russie,Chômage (% de la population active) (estimation nationale),5.21
Fédération de Russie,Croissance de la population (% annuel),0.106870569
Fédération de Russie,Densité de la population (personnes par kilomètre carré de superficie des terres),8.823220738
Fédération de Russie,"Population active, total",74182813
Fédération de Russie,"Population, total",144496739
Fédération de Russie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",59.08
Fédération de Russie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),62.76
Fédération de Russie,"Taux de mortalité, brut (pour 1 000 personnes)",13.7
Fidji,Chômage (% de la population active) (estimation nationale),
Fidji,Croissance de la population (% annuel),0.577645837
Fidji,Densité de la population (personnes par kilomètre carré de superficie des terres),48.02736727
Fidji,"Population active, total",357468
Fidji,"Population, total",877460
Fidji,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",55.46
Fidji,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Fidji,"Taux de mortalité, brut (pour 1 000 personnes)",8.18
Finlande,Chômage (% de la population active) (estimation nationale),8.64
Finlande,Croissance de la population (% annuel),0.234670532
Finlande,Densité de la population (personnes par kilomètre carré de superficie des terres),18.12389445
Finlande,"Population active, total",2709253
Finlande,"Population, total",5508214
Finlande,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.66
Finlande,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),58.88
Finlande,"Taux de mortalité, brut (pour 1 000 personnes)",9.8
France,Chômage (% de la population active) (estimation nationale),9.41
France,Croissance de la population (% annuel),0.290202116
France,Densité de la population (personnes par kilomètre carré de superficie des terres),122.2119706
France,"Population active, total",30287563
France,"Population, total",66918020
France,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",50.07
France,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),55.64
France,"Taux de mortalité, brut (pour 1 000 personnes)",9.1
Gabon,Chômage (% de la population active) (estimation nationale),
Gabon,Croissance de la population (% annuel),2.795874594
Gabon,Densité de la population (personnes par kilomètre carré de superficie des terres),8.013396981
Gabon,"Population active, total",681864
Gabon,"Population, total",2064812
Gabon,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",41.85
Gabon,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Gabon,"Taux de mortalité, brut (pour 1 000 personnes)",6.998
Gambie,Chômage (% de la population active) (estimation nationale),
Gambie,Croissance de la population (% annuel),2.969069585
Gambie,Densité de la population (personnes par kilomètre carré de superficie des terres),218.7648221
Gambie,"Population active, total",729642
Gambie,"Population, total",2213900
Gambie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.85
Gambie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Gambie,"Taux de mortalité, brut (pour 1 000 personnes)",8.044
Géorgie,Chômage (% de la population active) (estimation nationale),13.94
Géorgie,Croissance de la population (% annuel),0.013386075
Géorgie,Densité de la population (personnes par kilomètre carré de superficie des terres),65.22278596
Géorgie,"Population active, total",2002172
Géorgie,"Population, total",3728004
Géorgie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",57.44
Géorgie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),65.83
Géorgie,"Taux de mortalité, brut (pour 1 000 personnes)",12.918
Ghana,Chômage (% de la population active) (estimation nationale),4.22
Ghana,Croissance de la population (% annuel),2.220504882
Ghana,Densité de la population (personnes par kilomètre carré de superficie des terres),127.9839325
Ghana,"Population active, total",12304194
Ghana,"Population, total",29121464
Ghana,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",65.08
Ghana,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),56.96
Ghana,"Taux de mortalité, brut (pour 1 000 personnes)",7.414
Gibraltar,Chômage (% de la population active) (estimation nationale),
Gibraltar,Croissance de la population (% annuel),-0.044470139
Gibraltar,Densité de la population (personnes par kilomètre carré de superficie des terres),3372.3
Gibraltar,"Population active, total",
Gibraltar,"Population, total",33723
Gibraltar,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Gibraltar,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Gibraltar,"Taux de mortalité, brut (pour 1 000 personnes)",
Grèce,Chômage (% de la population active) (estimation nationale),21.49
Grèce,Croissance de la population (% annuel),-0.197783225
Grèce,Densité de la population (personnes par kilomètre carré de superficie des terres),83.43428239
Grèce,"Population active, total",4812802
Grèce,"Population, total",10754679
Grèce,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.95
Grèce,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),52.08
Grèce,"Taux de mortalité, brut (pour 1 000 personnes)",11.6
Grenade,Chômage (% de la population active) (estimation nationale),
Grenade,Croissance de la population (% annuel),0.552600022
Grenade,Densité de la population (personnes par kilomètre carré de superficie des terres),326.1
Grenade,"Population active, total",
Grenade,"Population, total",110874
Grenade,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Grenade,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Grenade,"Taux de mortalité, brut (pour 1 000 personnes)",9.563
Groenland,Chômage (% de la population active) (estimation nationale),
Groenland,Croissance de la population (% annuel),-0.024920344
Groenland,Densité de la population (personnes par kilomètre carré de superficie des terres),0.136854672
Groenland,"Population active, total",
Groenland,"Population, total",56172
Groenland,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Groenland,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Groenland,"Taux de mortalité, brut (pour 1 000 personnes)",8.9
Guam,Chômage (% de la population active) (estimation nationale),
Guam,Croissance de la population (% annuel),0.814724473
Guam,Densité de la population (personnes par kilomètre carré de superficie des terres),304.2240741
Guam,"Population active, total",79524
Guam,"Population, total",164281
Guam,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",60.87
Guam,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Guam,"Taux de mortalité, brut (pour 1 000 personnes)",5.166
Guatemala,Chômage (% de la population active) (estimation nationale),2.46
Guatemala,Croissance de la population (% annuel),1.6276538
Guatemala,Densité de la population (personnes par kilomètre carré de superficie des terres),150.1252146
Guatemala,"Population active, total",6499051
Guatemala,"Population, total",16087418
Guatemala,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",60.67
Guatemala,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.94
Guatemala,"Taux de mortalité, brut (pour 1 000 personnes)",4.762
Guinée,Chômage (% de la population active) (estimation nationale),
Guinée,Croissance de la population (% annuel),2.764879904
Guinée,Densité de la population (personnes par kilomètre carré de superficie des terres),49.11084161
Guinée,"Population active, total",4153767
Guinée,"Population, total",12067516
Guinée,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",59.11
Guinée,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Guinée,"Taux de mortalité, brut (pour 1 000 personnes)",8.715
Guinée équatoriale,Chômage (% de la population active) (estimation nationale),
Guinée équatoriale,Croissance de la population (% annuel),3.781106635
Guinée équatoriale,Densité de la population (personnes par kilomètre carré de superficie des terres),44.99137255
Guinée équatoriale,"Population active, total",489286
Guinée équatoriale,"Population, total",1262008
Guinée équatoriale,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",56.79
Guinée équatoriale,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Guinée équatoriale,"Taux de mortalité, brut (pour 1 000 personnes)",9.542
Guinée-Bissau,Chômage (% de la population active) (estimation nationale),
Guinée-Bissau,Croissance de la population (% annuel),2.532249258
Guinée-Bissau,Densité de la population (personnes par kilomètre carré de superficie des terres),65.01230441
Guinée-Bissau,"Population active, total",757877
Guinée-Bissau,"Population, total",1828146
Guinée-Bissau,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",69.99
Guinée-Bissau,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Guinée-Bissau,"Taux de mortalité, brut (pour 1 000 personnes)",9.805
Guyane,Chômage (% de la population active) (estimation nationale),
Guyane,Croissance de la population (% annuel),0.498520024
Guyane,Densité de la population (personnes par kilomètre carré de superficie des terres),3.938115316
Guyane,"Population active, total",303980
Guyane,"Population, total",775218
Guyane,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",47.3
Guyane,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Guyane,"Taux de mortalité, brut (pour 1 000 personnes)",7.365
Haïti,Chômage (% de la population active) (estimation nationale),
Haïti,Croissance de la population (% annuel),1.305020463
Haïti,Densité de la population (personnes par kilomètre carré de superficie des terres),398.4893687
Haïti,"Population active, total",4935064
Haïti,"Population, total",10982367
Haïti,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.41
Haïti,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Haïti,"Taux de mortalité, brut (pour 1 000 personnes)",8.638
Honduras,Chômage (% de la population active) (estimation nationale),5.53
Honduras,Croissance de la population (% annuel),1.692271482
Honduras,Densité de la population (personnes par kilomètre carré de superficie des terres),84.27040844
Honduras,"Population active, total",4273421
Honduras,"Population, total",9429016
Honduras,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",63.29
Honduras,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),64.36
Honduras,"Taux de mortalité, brut (pour 1 000 personnes)",4.428
Hongrie,Chômage (% de la population active) (estimation nationale),4.16
Hongrie,Croissance de la population (% annuel),-0.265860932
Hongrie,Densité de la population (personnes par kilomètre carré de superficie des terres),107.253627
Hongrie,"Population active, total",4714433
Hongrie,"Population, total",9787966
Hongrie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.91
Hongrie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),56.27
Hongrie,"Taux de mortalité, brut (pour 1 000 personnes)",13.5
Île de Man,Chômage (% de la population active) (estimation nationale),
Île de Man,Croissance de la population (% annuel),0.376260135
Île de Man,Densité de la population (personnes par kilomètre carré de superficie des terres),146.6842105
Île de Man,"Population active, total",
Île de Man,"Population, total",83610
Île de Man,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Île de Man,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Île de Man,"Taux de mortalité, brut (pour 1 000 personnes)",
Îles Anglo-Normandes,Chômage (% de la population active) (estimation nationale),
Îles Anglo-Normandes,Croissance de la population (% annuel),1.03937906
Îles Anglo-Normandes,Densité de la population (personnes par kilomètre carré de superficie des terres),851.8484848
Îles Anglo-Normandes,"Population active, total",84218
Îles Anglo-Normandes,"Population, total",168666
Îles Anglo-Normandes,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",54.92
Îles Anglo-Normandes,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Anglo-Normandes,"Taux de mortalité, brut (pour 1 000 personnes)",7.817
Îles Caïmans,Chômage (% de la population active) (estimation nationale),
Îles Caïmans,Croissance de la population (% annuel),1.298987665
Îles Caïmans,Densité de la population (personnes par kilomètre carré de superficie des terres),264.0916667
Îles Caïmans,"Population active, total",
Îles Caïmans,"Population, total",63382
Îles Caïmans,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Îles Caïmans,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Caïmans,"Taux de mortalité, brut (pour 1 000 personnes)",3.4
Îles Féroé,Chômage (% de la population active) (estimation nationale),
Îles Féroé,Croissance de la population (% annuel),0.317101997
Îles Féroé,Densité de la population (personnes par kilomètre carré de superficie des terres),34.61747851
Îles Féroé,"Population active, total",
Îles Féroé,"Population, total",48326
Îles Féroé,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Îles Féroé,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Féroé,"Taux de mortalité, brut (pour 1 000 personnes)",8.9
Îles Marshall,Chômage (% de la population active) (estimation nationale),
Îles Marshall,Croissance de la population (% annuel),0.570067879
Îles Marshall,Densité de la population (personnes par kilomètre carré de superficie des terres),322.5166667
Îles Marshall,"Population active, total",
Îles Marshall,"Population, total",58053
Îles Marshall,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Îles Marshall,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Marshall,"Taux de mortalité, brut (pour 1 000 personnes)",
Îles Salomon,Chômage (% de la population active) (estimation nationale),
Îles Salomon,Croissance de la population (% annuel),2.643311669
Îles Salomon,Densité de la population (personnes par kilomètre carré de superficie des terres),22.72347267
Îles Salomon,"Population active, total",318214
Îles Salomon,"Population, total",636030
Îles Salomon,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",83.34
Îles Salomon,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Salomon,"Taux de mortalité, brut (pour 1 000 personnes)",4.284
Îles Turques-et-Caïques,Chômage (% de la population active) (estimation nationale),
Îles Turques-et-Caïques,Croissance de la population (% annuel),1.5148103
Îles Turques-et-Caïques,Densité de la population (personnes par kilomètre carré de superficie des terres),39.06947368
Îles Turques-et-Caïques,"Population active, total",
Îles Turques-et-Caïques,"Population, total",37116
Îles Turques-et-Caïques,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Îles Turques-et-Caïques,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Turques-et-Caïques,"Taux de mortalité, brut (pour 1 000 personnes)",
Îles Vierges (EU),Chômage (% de la population active) (estimation nationale),
Îles Vierges (EU),Croissance de la population (% annuel),-0.218811337
Îles Vierges (EU),Densité de la population (personnes par kilomètre carré de superficie des terres),306.5171429
Îles Vierges (EU),"Population active, total",52133
Îles Vierges (EU),"Population, total",107281
Îles Vierges (EU),"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",55.93
Îles Vierges (EU),Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Vierges (EU),"Taux de mortalité, brut (pour 1 000 personnes)",7.7
Îles Vierges britanniques,Chômage (% de la population active) (estimation nationale),
Îles Vierges britanniques,Croissance de la population (% annuel),0.719598502
Îles Vierges britanniques,Densité de la population (personnes par kilomètre carré de superficie des terres),197.1133333
Îles Vierges britanniques,"Population active, total",
Îles Vierges britanniques,"Population, total",29567
Îles Vierges britanniques,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Îles Vierges britanniques,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Îles Vierges britanniques,"Taux de mortalité, brut (pour 1 000 personnes)",
Inde,Chômage (% de la population active) (estimation nationale),
Inde,Croissance de la population (% annuel),1.06335943
Inde,Densité de la population (personnes par kilomètre carré de superficie des terres),450.2493211
Inde,"Population active, total",484539161
Inde,"Population, total",1338676779
Inde,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",47.21
Inde,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Inde,"Taux de mortalité, brut (pour 1 000 personnes)",7.21
Indonésie,Chômage (% de la population active) (estimation nationale),3.779999971
Indonésie,Croissance de la population (% annuel),1.176197424
Indonésie,Densité de la population (personnes par kilomètre carré de superficie des terres),140.9578113
Indonésie,"Population active, total",129204841
Indonésie,"Population, total",264650969
Indonésie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",64.21
Indonésie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),66.69000244
Indonésie,"Taux de mortalité, brut (pour 1 000 personnes)",6.433
"Iran, République islamique d’",Chômage (% de la population active) (estimation nationale),12.23
"Iran, République islamique d’",Croissance de la population (% annuel),1.385333802
"Iran, République islamique d’",Densité de la population (personnes par kilomètre carré de superficie des terres),49.53086274
"Iran, République islamique d’","Population active, total",27421048
"Iran, République islamique d’","Population, total",80673888
"Iran, République islamique d’","Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",39.44
"Iran, République islamique d’",Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),43.74
"Iran, République islamique d’","Taux de mortalité, brut (pour 1 000 personnes)",4.835
Iraq,Chômage (% de la population active) (estimation nationale),13.02
Iraq,Croissance de la population (% annuel),2.540895973
Iraq,Densité de la population (personnes par kilomètre carré de superficie des terres),86.50165159
Iraq,"Population active, total",9803744
Iraq,"Population, total",37552789
Iraq,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",37.08
Iraq,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),41.89
Iraq,"Taux de mortalité, brut (pour 1 000 personnes)",4.826
Irlande,Chômage (% de la population active) (estimation nationale),6.71
Irlande,Croissance de la population (% annuel),1.088675561
Irlande,Densité de la population (personnes par kilomètre carré de superficie des terres),69.78353898
Irlande,"Population active, total",2344215
Irlande,"Population, total",4807388
Irlande,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.02
Irlande,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),61.98
Irlande,"Taux de mortalité, brut (pour 1 000 personnes)",6.3
Islande,Chômage (% de la population active) (estimation nationale),2.74
Islande,Croissance de la population (% annuel),2.345582676
Islande,Densité de la population (personnes par kilomètre carré de superficie des terres),3.425436409
Islande,"Population active, total",210572
Islande,"Population, total",343400
Islande,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",74.54
Islande,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),82.88
Islande,"Taux de mortalité, brut (pour 1 000 personnes)",6.5
Israël,Chômage (% de la population active) (estimation nationale),4.22
Israël,Croissance de la population (% annuel),1.938725674
Israël,Densité de la population (personnes par kilomètre carré de superficie des terres),402.6478743
Israël,"Population active, total",4025082
Israël,"Population, total",8713300
Israël,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",61.4
Israël,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),64
Israël,"Taux de mortalité, brut (pour 1 000 personnes)",5.2
Italie,Chômage (% de la population active) (estimation nationale),11.21
Italie,Croissance de la population (% annuel),-0.149861117
Italie,Densité de la population (personnes par kilomètre carré de superficie des terres),205.8091691
Italie,"Population active, total",25985393
Italie,"Population, total",60536709
Italie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",44.05
Italie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),49.81
Italie,"Taux de mortalité, brut (pour 1 000 personnes)",10.7
Jamaïque,Chômage (% de la population active) (estimation nationale),7.400000095
Jamaïque,Croissance de la population (% annuel),0.501314742
Jamaïque,Densité de la population (personnes par kilomètre carré de superficie des terres),269.699723
Jamaïque,"Population active, total",1477030
Jamaïque,"Population, total",2920848
Jamaïque,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.81
Jamaïque,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),63.72999954
Jamaïque,"Taux de mortalité, brut (pour 1 000 personnes)",7.558
Japon,Chômage (% de la population active) (estimation nationale),2.819999933
Japon,Croissance de la population (% annuel),-0.164484036
Japon,Densité de la population (personnes par kilomètre carré de superficie des terres),347.834834
Japon,"Population active, total",67285071
Japon,"Population, total",126785797
Japon,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",59.17
Japon,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.43999863
Japon,"Taux de mortalité, brut (pour 1 000 personnes)",10.8
Jordanie,Chômage (% de la population active) (estimation nationale),18.14
Jordanie,Croissance de la population (% annuel),2.394659322
Jordanie,Densité de la population (personnes par kilomètre carré de superficie des terres),110.2257265
Jordanie,"Population active, total",2511178
Jordanie,"Population, total",9785840
Jordanie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",33.19
Jordanie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),40.19
Jordanie,"Taux de mortalité, brut (pour 1 000 personnes)",3.843
Kazakhstan,Chômage (% de la population active) (estimation nationale),4.9
Kazakhstan,Croissance de la population (% annuel),1.360381269
Kazakhstan,Densité de la population (personnes par kilomètre carré de superficie des terres),6.681400156
Kazakhstan,"Population active, total",9004270
Kazakhstan,"Population, total",18037776
Kazakhstan,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",65.85
Kazakhstan,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),70.07
